Account,Amount,Counterparty,Tags,Date,Location
Savings,85.86,Amazon,"Travel, Groceries, Transportation, Dining, General Expenses, Entertainment",2022-08-25,Singapore
Savings,734.05,Google,"Dining, General Expenses, Transportation",2022-12-23,Australia
Joint Account,442.45,Walmart,"Travel, Groceries, Dining, Entertainment, General Expenses, Transportation",2022-10-08,Japan
Savings,27.92,Google,"Dining, Entertainment, Travel",2022-10-23,Singapore
Savings,817.4,Grab,"Dining, Travel, General Expenses",2022-08-16,Indonesia
Checking,652.62,Starbucks,General Expenses,2022-11-11,Indonesia
Joint Account,342.05,Gojek,Entertainment,2022-10-27,Australia
Checking,134.33,Google,Dining,2022-08-14,Australia
Checking,167.09,Grab,"Groceries, Entertainment",2022-10-03,Indonesia
Checking,131.45,Google,"Travel, Dining, Entertainment",2022-10-28,Singapore
Checking,56.92,Fairprice,"Transportation, General Expenses, Entertainment, Travel, Dining, Groceries",2022-06-13,Japan
Joint Account,974.31,Fairprice,Transportation,2022-11-26,Indonesia
Checking,878.51,ACME,"Transportation, General Expenses, Groceries, Dining, Travel, Entertainment",2022-09-15,Singapore
Savings,575.69,Starbucks,"Dining, General Expenses, Entertainment, Groceries",2022-10-10,Indonesia
Joint Account,487.91,ACME,Entertainment,2022-11-14,Australia
Savings,256.64,Fairprice,Dining,2022-08-01,Singapore
Savings,929.36,Uber,"Entertainment, Transportation",2022-06-16,Singapore
Joint Account,940.78,Google,"Travel, Groceries, Transportation, Entertainment, General Expenses, Dining",2022-08-06,Japan
Checking,115.6,Uber,"Entertainment, Travel",2022-12-08,Australia
Joint Account,862.85,Walmart,"Travel, Transportation, General Expenses, Entertainment, Groceries",2022-12-07,Australia
Savings,563.78,Walmart,"Transportation, Groceries, Entertainment, General Expenses, Dining, Travel",2022-06-16,Australia
Checking,729.86,Grab,"Dining, Travel",2022-12-04,Australia
Savings,276.48,Walmart,"Dining, Groceries, Travel, General Expenses",2022-09-23,Japan
Savings,848.56,Google,"Transportation, Entertainment, Groceries",2022-06-18,Australia
Joint Account,601.91,Starbucks,"Travel, Entertainment, Groceries, General Expenses, Transportation, Dining",2022-12-04,Singapore
Savings,420.4,Walmart,"Entertainment, General Expenses, Travel, Groceries, Transportation",2022-08-31,Singapore
Checking,882.53,Fairprice,"Entertainment, Groceries, General Expenses, Dining",2022-11-06,Indonesia
Savings,647.71,Google,Travel,2022-08-11,Indonesia
Checking,163.05,Amazon,Groceries,2022-08-21,Japan
Joint Account,22.18,Fairprice,"Dining, Groceries, Travel, Transportation, General Expenses",2022-12-21,Singapore
Savings,846.98,ACME,"Entertainment, Groceries",2022-07-20,Australia
Checking,13.46,Starbucks,"Groceries, General Expenses, Transportation",2022-08-04,Japan
Savings,577.24,Starbucks,"Entertainment, General Expenses, Transportation",2022-07-22,Japan
Checking,87.28,Fairprice,"Groceries, Dining, Entertainment, General Expenses",2022-06-28,Indonesia
Joint Account,653.65,Amazon,"Dining, General Expenses, Entertainment, Travel, Transportation",2022-12-13,Indonesia
Savings,356.69,Walmart,"Groceries, Dining",2022-08-10,Indonesia
Savings,803.76,Google,"Travel, Groceries",2022-07-20,Singapore
Savings,368.37,Amazon,"Travel, Transportation, Dining, Groceries, General Expenses",2022-06-06,Australia
Savings,688.98,Amazon,"General Expenses, Groceries, Dining, Travel, Entertainment",2022-12-16,Australia
Joint Account,264.4,Starbucks,"Entertainment, General Expenses, Transportation, Dining, Travel, Groceries",2022-08-26,Australia
Checking,925.58,Walmart,"Groceries, Dining, Transportation, Travel, Entertainment, General Expenses",2022-12-09,Indonesia
Checking,257.62,Gojek,"General Expenses, Travel",2022-06-04,Singapore
Savings,675.4,Google,"Transportation, General Expenses, Travel",2022-07-25,Indonesia
Joint Account,506.58,Grab,"Entertainment, Travel, Transportation, General Expenses, Groceries, Dining",2022-06-10,Japan
Savings,540.04,Starbucks,"Entertainment, General Expenses, Dining",2022-08-09,Indonesia
Joint Account,202.47,Starbucks,"Dining, General Expenses, Transportation, Groceries, Travel",2022-12-03,Singapore
Joint Account,538.62,Grab,Groceries,2022-12-08,Singapore
Savings,899.63,Starbucks,"Entertainment, Transportation, Dining, General Expenses",2022-11-19,Japan
Joint Account,571.64,Starbucks,"Dining, General Expenses, Groceries, Entertainment, Travel",2022-06-26,Indonesia
Checking,312.8,Amazon,"Entertainment, Dining",2022-07-14,Indonesia
Checking,147.97,Starbucks,"Transportation, General Expenses, Entertainment, Travel, Groceries",2022-09-13,Indonesia
Savings,481.3,Starbucks,"Dining, General Expenses, Transportation, Travel, Entertainment, Groceries",2022-06-30,Australia
Checking,555.72,Walmart,"General Expenses, Dining, Transportation",2022-09-05,Australia
Savings,508.56,Starbucks,"Travel, Dining, Transportation, General Expenses, Entertainment, Groceries",2022-09-22,Japan
Checking,994.5,Amazon,"Entertainment, General Expenses, Groceries, Transportation, Dining",2022-10-12,Japan
Joint Account,503.26,ACME,Groceries,2022-12-30,Indonesia
Savings,665.11,Amazon,"Travel, Transportation, Groceries, General Expenses",2022-07-24,Indonesia
Joint Account,850.35,Gojek,"General Expenses, Transportation, Entertainment",2022-08-02,Indonesia
Savings,119.17,ACME,"Transportation, General Expenses, Travel, Groceries",2022-07-03,Singapore
Joint Account,324.72,Google,"Transportation, Travel, General Expenses, Groceries, Dining, Entertainment",2022-11-06,Japan
Savings,650.5,Amazon,"Entertainment, Dining, Groceries, General Expenses",2022-09-13,Singapore
Savings,68.51,Amazon,"Travel, Entertainment, General Expenses",2022-08-31,Australia
Joint Account,485.37,Amazon,"Travel, Dining, Entertainment, Groceries, General Expenses",2022-08-06,Japan
Checking,453.98,Gojek,"Groceries, Dining, Entertainment, General Expenses, Travel, Transportation",2022-07-26,Singapore
Checking,49.71,ACME,Dining,2022-08-10,Japan
Savings,471.62,Starbucks,"Entertainment, Dining, Travel",2022-10-17,Singapore
Savings,745.78,Google,Groceries,2022-08-28,Indonesia
Savings,177.92,Google,Travel,2022-07-13,Japan
Joint Account,836.06,Amazon,"Dining, Groceries, Travel, General Expenses",2022-10-23,Australia
Savings,996.62,ACME,Transportation,2022-09-15,Australia
Checking,696.46,Fairprice,Transportation,2022-07-09,Japan
Joint Account,420.29,Starbucks,Entertainment,2022-10-27,Australia
Joint Account,679.03,ACME,"Transportation, Travel, Entertainment, Groceries, General Expenses, Dining",2022-06-28,Indonesia
Joint Account,330.79,Google,"Groceries, Transportation, General Expenses",2022-06-22,Australia
Joint Account,515.56,ACME,"Dining, Travel, Groceries, Entertainment",2022-09-11,Indonesia
Savings,639.39,Google,"General Expenses, Transportation, Dining",2022-10-06,Singapore
Savings,620.43,Grab,"Dining, Groceries, Entertainment, General Expenses",2022-08-07,Singapore
Checking,840.61,Grab,"Entertainment, Travel, Dining, Transportation",2022-12-07,Japan
Savings,703.91,Google,General Expenses,2022-08-14,Indonesia
Joint Account,210.66,Grab,"Transportation, Dining, Travel, General Expenses, Groceries, Entertainment",2022-11-01,Japan
Checking,843.29,Google,"Transportation, Dining, Groceries, General Expenses",2022-07-30,Indonesia
Savings,577.49,Gojek,"Travel, Entertainment, Transportation",2022-08-22,Indonesia
Savings,411.45,Grab,"Transportation, Travel, Groceries",2022-10-08,Japan
Checking,562.94,Gojek,"Dining, Transportation, Groceries, Entertainment, Travel, General Expenses",2022-11-16,Indonesia
Checking,815.47,Starbucks,General Expenses,2022-09-03,Indonesia
Checking,747.1,Fairprice,"Transportation, Dining, Entertainment",2022-08-26,Indonesia
Joint Account,291.62,Starbucks,General Expenses,2022-10-17,Singapore
Checking,371.85,Google,"Entertainment, Groceries, Dining",2022-06-29,Singapore
Checking,179.89,Amazon,Entertainment,2022-10-20,Australia
Checking,488.3,Grab,Travel,2022-12-27,Indonesia
Savings,105.71,Starbucks,"Travel, Dining",2022-09-24,Singapore
Checking,127.79,ACME,"General Expenses, Dining, Transportation, Groceries",2022-06-22,Australia
Joint Account,552.1,Amazon,"Entertainment, Transportation, Dining, General Expenses",2022-11-27,Australia
Checking,877.18,Starbucks,"Dining, General Expenses, Travel, Entertainment, Transportation",2022-10-19,Australia
Joint Account,441.86,Google,"Travel, Dining, Transportation, Entertainment, Groceries, General Expenses",2022-08-26,Australia
Joint Account,116.44,Walmart,"Groceries, Travel, Transportation, General Expenses, Dining, Entertainment",2022-12-15,Singapore
Joint Account,528.39,ACME,"Entertainment, General Expenses, Dining, Groceries, Transportation",2022-06-22,Australia
Savings,203.19,Google,"Transportation, Travel, Dining, Entertainment",2022-09-15,Japan
Savings,738.07,ACME,"Groceries, General Expenses, Dining, Transportation",2022-10-07,Japan
Checking,347.39,ACME,Transportation,2022-11-18,Australia
Joint Account,673.3,Fairprice,"General Expenses, Entertainment, Dining, Groceries, Travel, Transportation",2022-06-25,Japan
Savings,989.07,Uber,"Dining, Entertainment, Groceries, General Expenses",2022-11-08,Australia
Savings,123.81,Uber,"General Expenses, Travel, Entertainment, Transportation, Dining",2022-07-11,Japan
Savings,895.07,Google,Dining,2022-07-24,Indonesia
Checking,137.49,Google,"Dining, General Expenses, Transportation",2022-09-03,Indonesia
Savings,928.75,Starbucks,"Groceries, Travel, Transportation, General Expenses, Entertainment, Dining",2022-11-21,Japan
Savings,946.61,ACME,Dining,2022-06-26,Japan
Checking,756.11,Gojek,Entertainment,2022-11-08,Australia
Joint Account,466.05,Grab,"Entertainment, Dining, Transportation, General Expenses, Groceries",2022-10-17,Singapore
Savings,463.27,Amazon,"Entertainment, Transportation, General Expenses",2022-07-15,Singapore
Joint Account,195.95,ACME,"Transportation, General Expenses, Dining, Travel",2022-10-04,Japan
Savings,289.78,Walmart,Transportation,2022-06-29,Japan
Savings,534.17,Google,"Dining, General Expenses, Transportation",2022-10-08,Singapore
Joint Account,76.84,Starbucks,"General Expenses, Travel, Dining, Groceries, Transportation",2022-09-03,Indonesia
Checking,908.38,Starbucks,"Travel, Groceries, Dining, Entertainment, Transportation",2022-12-05,Singapore
Joint Account,72.86,Amazon,"General Expenses, Dining, Transportation, Travel",2022-07-20,Singapore
Savings,738.72,Starbucks,"Transportation, Groceries, Dining, General Expenses, Entertainment, Travel",2022-11-07,Australia
Checking,295.49,Gojek,"Dining, Entertainment",2022-08-13,Indonesia
Savings,800.11,Walmart,"Transportation, General Expenses, Travel, Entertainment, Dining, Groceries",2022-07-02,Indonesia
Joint Account,531.77,Grab,Transportation,2022-12-24,Japan
Joint Account,29.8,Google,Entertainment,2022-11-19,Indonesia
Checking,244.55,ACME,Dining,2022-09-04,Singapore
Savings,676.98,Walmart,"Dining, Transportation, Entertainment, Groceries",2022-08-12,Indonesia
Joint Account,630.4,Google,"Travel, Dining, Transportation, General Expenses",2022-08-12,Japan
Checking,911.62,Uber,"Entertainment, Dining, General Expenses, Groceries, Transportation",2022-12-23,Australia
Joint Account,655.61,Amazon,"Dining, General Expenses, Entertainment",2022-06-08,Indonesia
Checking,862.03,ACME,"Travel, Transportation",2022-09-20,Indonesia
Savings,878.3,Gojek,"Transportation, Groceries, Entertainment, Travel",2022-12-15,Australia
Checking,364.85,Grab,Transportation,2022-10-24,Singapore
Joint Account,103.7,Gojek,Dining,2022-11-07,Australia
Joint Account,930.25,Fairprice,"Entertainment, General Expenses",2022-06-03,Japan
Checking,694.72,Grab,"Groceries, Entertainment, Dining, Transportation, Travel, General Expenses",2022-11-15,Indonesia
Savings,522.98,Uber,"Travel, Dining",2022-07-07,Japan
Savings,916.75,ACME,"Groceries, Transportation, Entertainment, Dining, Travel",2022-12-13,Japan
Joint Account,559.78,Google,Dining,2022-09-20,Australia
Savings,385.59,Google,Entertainment,2022-09-06,Japan
Checking,899.16,Starbucks,Dining,2022-07-15,Australia
Joint Account,982.89,Amazon,"Dining, Groceries, Transportation, Travel",2022-08-27,Singapore
Joint Account,867.8,ACME,"Dining, Travel, Transportation, Entertainment, General Expenses, Groceries",2022-07-24,Indonesia
Checking,693.45,Fairprice,"General Expenses, Groceries",2022-06-10,Japan
Joint Account,448.83,Google,"Groceries, Transportation, General Expenses, Travel",2022-12-21,Japan
Savings,91.39,Starbucks,"Travel, Transportation, General Expenses, Entertainment",2022-07-11,Australia
Checking,319.33,Grab,General Expenses,2022-12-20,Singapore
Checking,817.24,Walmart,"General Expenses, Dining, Groceries, Transportation",2022-07-09,Australia
Savings,67.45,Starbucks,"Dining, Transportation, Travel",2022-12-07,Australia
Savings,568.82,Uber,"Dining, Transportation",2022-09-29,Japan
Joint Account,917.04,Gojek,"Groceries, General Expenses, Dining, Travel, Entertainment, Transportation",2022-11-05,Singapore
Joint Account,390.52,Fairprice,"Travel, Dining, Groceries, Transportation, General Expenses",2022-08-15,Singapore
Checking,803.07,Uber,"Travel, Entertainment, Groceries",2022-08-21,Japan
Joint Account,481.38,Grab,Transportation,2022-09-08,Indonesia
Checking,947.03,ACME,"Travel, Entertainment, Transportation, Dining, Groceries, General Expenses",2022-07-13,Singapore
Joint Account,617.19,Starbucks,"Dining, General Expenses, Travel",2022-12-24,Japan
Savings,402.75,Google,General Expenses,2022-06-26,Japan
Joint Account,150.03,Walmart,Groceries,2022-12-22,Australia
Joint Account,856.91,Starbucks,"General Expenses, Entertainment, Travel, Groceries, Dining",2022-08-21,Indonesia
Savings,695.39,Gojek,"Travel, General Expenses, Dining, Groceries",2022-12-07,Australia
Savings,829.63,Uber,Groceries,2022-11-02,Singapore
Savings,362.83,Fairprice,"Transportation, Groceries, Entertainment, Travel",2022-07-19,Australia
Checking,977.07,Fairprice,"Entertainment, Transportation, Travel, General Expenses",2022-10-19,Australia
Savings,89.85,ACME,"Entertainment, General Expenses, Travel",2022-06-25,Singapore
Checking,418.39,Starbucks,"Travel, Groceries, General Expenses",2022-08-18,Indonesia
Savings,1.77,Starbucks,"Entertainment, Transportation, Travel, Dining, Groceries",2022-11-28,Indonesia
Checking,110.77,Walmart,"Groceries, Transportation, Travel, Dining, Entertainment, General Expenses",2022-10-20,Singapore
Joint Account,449.93,Uber,"Dining, Travel, Groceries, Transportation, General Expenses, Entertainment",2022-12-21,Singapore
Savings,597.47,Amazon,"Groceries, Travel, Transportation, Dining, General Expenses",2022-11-01,Singapore
Joint Account,997.1,Uber,"Transportation, General Expenses, Entertainment, Dining",2022-08-02,Indonesia
Joint Account,396.32,Google,"Groceries, Entertainment, General Expenses, Transportation",2022-08-19,Singapore
Savings,338.05,Grab,"Groceries, Transportation, Entertainment, Dining, Travel, General Expenses",2022-08-31,Japan
Savings,343.47,Fairprice,"Transportation, Travel",2022-12-19,Japan
Checking,665.55,Fairprice,Travel,2022-12-10,Singapore
Savings,572.59,Starbucks,"General Expenses, Travel, Groceries, Transportation, Dining",2022-11-13,Singapore
Checking,309.46,Grab,"General Expenses, Transportation, Dining, Travel, Groceries",2022-10-11,Australia
Savings,565.78,Grab,"Groceries, Dining, Transportation, Travel",2022-12-07,Australia
Checking,598.53,Google,"Transportation, Groceries, Dining, Travel",2022-08-23,Singapore
Savings,520.48,Gojek,"Dining, Groceries, Travel, General Expenses, Transportation",2022-12-21,Japan
Checking,502.51,Starbucks,"Transportation, General Expenses, Dining, Entertainment, Travel, Groceries",2022-06-28,Singapore
Joint Account,452.34,Grab,"General Expenses, Travel, Dining, Entertainment, Transportation, Groceries",2022-12-22,Indonesia
Checking,68.61,ACME,"Dining, Groceries",2022-10-17,Australia
Savings,854.88,Uber,"Groceries, Travel, Entertainment, General Expenses",2022-06-29,Singapore
Savings,887.11,Amazon,"Entertainment, General Expenses",2022-10-18,Indonesia
Checking,988.77,Gojek,"Dining, General Expenses, Transportation, Entertainment, Travel, Groceries",2022-06-28,Australia
Joint Account,556.43,Uber,"Travel, Groceries, Dining, Entertainment, Transportation, General Expenses",2022-09-02,Indonesia
